Date,Open,High,Low,Close,Volume
2019-08-09,1000.0,1055.0,985.0,1000.0,13015300
2019-08-12,1000.0,1010.0,970.0,990.0,7976800
2019-08-13,985.0,1030.0,950.0,1020.0,11550700
2019-08-14,1020.0,1040.0,1005.0,1030.0,17618200
2019-08-15,1015.0,1025.0,975.0,1015.0,22125300
2019-08-16,1015.0,1035.0,995.0,1010.0,14950100
2019-08-19,1010.0,1035.0,1005.0,1030.0,16442700
2019-08-20,1010.0,1050.0,1010.0,1045.0,13604500
2019-08-21,1045.0,1055.0,1030.0,1045.0,29105900
2019-08-22,1045.0,1050.0,1025.0,1040.0,19644300
2019-08-23,1040.0,1045.0,995.0,1000.0,9706900
2019-08-26,1000.0,1030.0,985.0,1020.0,8354100
2019-08-27,1020.0,1020.0,985.0,990.0,26347100
2019-08-28,990.0,1015.0,985.0,990.0,15669200
2019-08-29,990.0,1015.0,990.0,1000.0,13365600
2019-08-30,1010.0,1010.0,990.0,990.0,10141200
2019-09-02,995.0,1005.0,990.0,1000.0,8298000
2019-09-03,1000.0,1005.0,990.0,990.0,13688700
2019-09-04,1000.0,1000.0,995.0,1000.0,10085500
2019-09-05,1005.0,1025.0,1000.0,1010.0,6372000
2019-09-06,1015.0,1025.0,1005.0,1010.0,6106400
2019-09-09,1010.0,1045.0,990.0,1045.0,6833600
2019-09-10,1045.0,1050.0,1020.0,1025.0,3989000
2019-09-11,1025.0,1040.0,995.0,1005.0,8462300
2019-09-12,1010.0,1030.0,1005.0,1015.0,11028100
2019-09-13,1015.0,1035.0,1010.0,1025.0,9663000
2019-09-16,1025.0,1030.0,1015.0,1015.0,5982600
2019-09-17,1015.0,1015.0,980.0,985.0,10547500
2019-09-18,985.0,1000.0,985.0,995.0,11528300
2019-09-19,995.0,1005.0,985.0,985.0,2768500
2019-09-20,995.0,1005.0,985.0,1000.0,8049200
2019-09-23,1000.0,1020.0,980.0,1020.0,7373000
2019-09-24,1020.0,1020.0,990.0,1005.0,12423100
2019-09-25,1005.0,1005.0,990.0,1000.0,5122800
2019-09-26,1000.0,1025.0,995.0,1025.0,8621600
2019-09-27,1020.0,1035.0,1010.0,1025.0,13236000
2019-09-30,1025.0,1035.0,1015.0,1030.0,20841400
2019-10-01,1030.0,1030.0,1000.0,1025.0,7586300
2019-10-02,1015.0,1030.0,975.0,975.0,8357600
2019-10-03,980.0,985.0,935.0,960.0,11889300
2019-10-04,965.0,1000.0,960.0,990.0,5396300
2019-10-07,1000.0,1000.0,960.0,970.0,3683600
2019-10-08,975.0,995.0,970.0,995.0,4810200
2019-10-09,990.0,1000.0,965.0,995.0,9245700
2019-10-10,995.0,1000.0,980.0,1000.0,13965300
2019-10-11,1000.0,1025.0,990.0,1010.0,11604200
2019-10-14,1010.0,1055.0,1010.0,1050.0,18598200
2019-10-15,1050.0,1120.0,1050.0,1095.0,23660400
2019-10-16,1095.0,1185.0,1090.0,1145.0,22444900
2019-10-17,1150.0,1155.0,1125.0,1140.0,14932600
2019-10-18,1140.0,1140.0,1110.0,1110.0,8601500
2019-10-21,1125.0,1160.0,1100.0,1140.0,4772800
2019-10-22,1140.0,1160.0,1120.0,1150.0,6602300
2019-10-23,1150.0,1165.0,1105.0,1120.0,9361300
2019-10-24,1120.0,1135.0,1100.0,1135.0,10344500
2019-10-25,1135.0,1140.0,1060.0,1070.0,6190100
2019-10-28,1070.0,1115.0,1070.0,1100.0,7196800
2019-10-29,1105.0,1140.0,1090.0,1135.0,10168600
2019-10-30,1130.0,1140.0,1110.0,1120.0,5389900
2019-10-31,1130.0,1145.0,1000.0,1000.0,33060400
2019-11-01,1010.0,1030.0,990.0,1010.0,23403600
2019-11-04,1015.0,1050.0,1015.0,1040.0,13085800
2019-11-05,1045.0,1100.0,1040.0,1090.0,17199900
2019-11-06,1090.0,1095.0,1060.0,1075.0,5869700
2019-11-07,1075.0,1075.0,1050.0,1070.0,5722700
2019-11-08,1065.0,1085.0,1055.0,1055.0,2978400
2019-11-11,1030.0,1075.0,1020.0,1045.0,4343100
2019-11-12,1045.0,1070.0,1040.0,1060.0,4809200
2019-11-13,1065.0,1095.0,1065.0,1090.0,3460900
2019-11-14,1090.0,1090.0,1040.0,1040.0,5377900
2019-11-15,1040.0,1075.0,1040.0,1065.0,23548400
2019-11-18,1065.0,1075.0,1055.0,1055.0,7055400
2019-11-19,1060.0,1060.0,1045.0,1055.0,10276900
2019-11-20,1055.0,1070.0,1055.0,1065.0,4271100
2019-11-21,1060.0,1070.0,1050.0,1050.0,4477700
2019-11-22,1050.0,1060.0,1025.0,1035.0,5929600
2019-11-25,1035.0,1045.0,1010.0,1040.0,6822900
2019-11-26,1040.0,1060.0,1030.0,1045.0,6053700
2019-11-27,1045.0,1070.0,1045.0,1050.0,4347900
2019-11-28,1055.0,1065.0,1045.0,1050.0,5478700
2019-11-29,1050.0,1050.0,1010.0,1015.0,3426100
2019-12-02,1015.0,1045.0,1010.0,1040.0,7138900
2019-12-03,1040.0,1050.0,1025.0,1030.0,3040200
2019-12-04,1035.0,1080.0,1025.0,1070.0,6297200
2019-12-05,1075.0,1105.0,1060.0,1105.0,7908800
2019-12-06,1105.0,1115.0,1085.0,1115.0,5469500
2019-12-09,1110.0,1115.0,1050.0,1065.0,12279700
2019-12-10,1065.0,1070.0,1045.0,1050.0,13378200
2019-12-11,1060.0,1080.0,1050.0,1065.0,6466400
2019-12-12,1065.0,1075.0,1040.0,1050.0,4922000
2019-12-13,1060.0,1070.0,1025.0,1030.0,17535700
2019-12-16,1035.0,1045.0,1030.0,1035.0,11715400
2019-12-17,1040.0,1045.0,1015.0,1025.0,6330200
2019-12-18,1025.0,1045.0,1010.0,1035.0,8049900
2019-12-19,1040.0,1070.0,1040.0,1065.0,10723300
2019-12-20,1070.0,1075.0,1025.0,1025.0,10868800
2019-12-23,1045.0,1050.0,1015.0,1040.0,8245200
2019-12-26,1035.0,1050.0,1025.0,1030.0,10561300
2019-12-27,1035.0,1060.0,1030.0,1055.0,8354800
2019-12-30,1055.0,1060.0,1025.0,1055.0,7714900
2020-01-02,1050.0,1070.0,1035.0,1065.0,8012800
